season,playerId,player,position,team,conference,category,statType,stat
2020,4036429,Zac Thomas,QB,App State,Sun Belt,passing,ATT,291
2020,4360131,Holton Ahlers,QB,East Carolina,American Athletic,defensive,TD,0
2020,4381249,Cade Musser,WR,Missouri,SEC,puntReturns,AVG,8.3
2020,4427742,Will Kuehne,WR,North Texas,Conference USA,defensive,TFL,0
2020,4240025,Bailey Hockman,QB,NC State,ACC,rushing,CAR,58
2020,4426760,Stephan Bracey,WR,Wisconsin,Big Ten,receiving,YPR,11.0
2020,4690143,LaJohntay Wester,WR,Florida Atlantic,Conference USA,receiving,LONG,18
2020,4056052,Armani Rogers,QB,Ohio,Mid-American,passing,PCT,0.556
2020,4384198,Justin Henderson,RB,Louisiana Tech,Conference USA,defensive,TD,0
2020,4428091,Eric Najarian,QB,Maryland,Big Ten,passing,INT,0
2020,4373628,Brayden Cosper,WR,BYU,FBS Independents,receiving,YPR,9.0
2020,4362109,Al'Vonte Woodard,WR,Texas,Big 12,receiving,LONG,13
2020,4035583,Jordan Jones,WR,Cincinnati,American Athletic,receiving,TD,0
2020,4429153,Lideatrick Griffin,WR,Mississippi State,SEC,defensive,QB HUR,0
2020,4568660,Vincent Davis,RB,Pittsburgh,ACC,kickReturns,LONG,20
2020,4433901,Corey Rucker,WR,Arkansas State,Sun Belt,fumbles,REC,0
2020,4568613,Tayvon Ruley,RB,Temple,American Athletic,receiving,YPR,7.5
2020,4362499,Mark Pope,WR,Miami,ACC,kickReturns,AVG,22.2
2020,4360405,Jake Bobo,WR,Duke,ACC,fumbles,LOST,1
2020,4689887,Josh Farr,WR,UTEP,Conference USA,receiving,YPR,5.5
2020,4568526,Maasai Maynor,QB,Navy,American Athletic,rushing,TD,0
2020,4241556,Levi Lewis,QB,Louisiana,Sun Belt,passing,TD,19
2020,4378754,Samuel Emilus,WR,Massachusetts,FBS Independents,puntReturns,NO,3
2020,4361227,Marcel Murray,RB,Arkansas State,Sun Belt,kickReturns,TD,0
2020,4243170,Maurice Bell,WR,Colorado,Pac-12,kickReturns,YDS,151
2020,4612824,Broc Lane,TE,Utah State,Mountain West,defensive,SOLO,2
2020,4250105,Miller Mosley,QB,Georgia Southern,Sun Belt,passing,YPA,8.7
2020,4039160,Kylen Granson,TE,SMU,American Athletic,rushing,YPC,0.0
2020,4240120,Emeka Emezie,WR,NC State,ACC,receiving,LONG,55
2020,4567527,Tyler Moore,WR,Memphis,American Athletic,receiving,LONG,7
2020,4689855,Isaiah Alston,WR,Army,FBS Independents,receiving,TD,0
2020,4360973,Trad Beatty,QB,Temple,American Athletic,rushing,CAR,10
2020,4427105,Max Duggan,QB,TCU,Big 12,rushing,YPC,4.8
2020,4692530,Chandler Morris,QB,Oklahoma,Big 12,rushing,CAR,5
2020,4360797,Chatarius Atwell,WR,Louisville,ACC,defensive,PD,0
2020,4240506,Adonicas Sanders,WR,Georgia Tech,ACC,defensive,TFL,0
2020,4429012,Kendall Milton,RB,Georgia,SEC,rushing,YDS,193
2020,4372519,Jashaun Corbin,RB,Florida State,ACC,defensive,TFL,0
2020,4572361,Cam Roberson,WR,Massachusetts,FBS Independents,receiving,TD,0
2020,4690013,Rasheen Ali,RB,Marshall,Conference USA,defensive,PD,0
2020,4240408,Nykeim Johnson,WR,Syracuse,ACC,defensive,TFL,0
2020,4242881,Trelon Smith,RB,Arkansas,SEC,defensive,PD,0
2020,4035692,Tyler Vaughns,WR,USC,Pac-12,receiving,YPR,12.3
2020,4686380,Will Huggins,TE,Kansas,Big 12,receiving,TD,1
2020,4241555,Elijah Mitchell,RB,Louisiana,Sun Belt,fumbles,FUM,2
2020,4241320,Hunter Kaufman,WR,Kansas,Big 12,defensive,TOT,1
2020,4370796,Tavares Kelly,WR,Virginia,ACC,receiving,TD,0
2020,4373895,Ben Wooldridge,QB,Fresno State,Mountain West,rushing,YPC,6.5
2020,4571935,Jahmal Banks,WR,Wake Forest,ACC,receiving,REC,1
2020,4362794,Cam Johnson,WR,Vanderbilt,SEC,fumbles,LOST,0
2020,4569574,Cooper Jewett,RB,Nebraska,Big Ten,rushing,LONG,2
2020,4688888,Jeriah Hightower,RB,Eastern Kentucky,OVC,rushing,LONG,3
2020,4250552,Caleb Ferguson,RB,Western Carolina,Southern,rushing,TD,0
2020,4692590,Jalin Hyatt,WR,Tennessee,SEC,rushing,CAR,1
2020,4571336,Jalen Kelsey,WR,Campbell,Big South,kickReturns,NO,4
2020,4241005,Jake Henry,WR,App State,Sun Belt,receiving,YPR,11.0
2020,4686402,Jordan Griffin,RB,Louisiana,Sun Belt,rushing,CAR,7
2020,4239964,Isaiah Sanders,QB,Stanford,Pac-12,rushing,YPC,3.3
2020,4239793,Tyler Johnston III,QB,UAB,Conference USA,fumbles,LOST,1
2020,4361493,Jack Plummer,QB,Purdue,Big Ten,punting,YPP,30.5
2020,4362033,Calvin Brownholtz,QB,UTEP,Conference USA,defensive,TD,0
2020,4258236,Nick Tronti,QB,Florida Atlantic,Conference USA,rushing,YDS,127
2020,4685739,Tre Bradford,RB,LSU,SEC,receiving,LONG,12
2020,4429595,Chandler Fields,QB,Louisiana,Sun Belt,rushing,TD,0
2020,4596334,Keaton Mitchell,RB,East Carolina,American Athletic,fumbles,REC,0
2020,4570169,Kendric Blake,WR,Charlotte,Conference USA,defensive,PD,0
2020,4043606,Willie Johnson,WR,Marshall,Conference USA,rushing,YPC,3.5
2020,4370803,Grant Misch,TE,Virginia,ACC,defensive,TD,0
2020,4039083,Nic Smith,RB,North Texas,Conference USA,rushing,YDS,164
2020,4244834,Gunnar Oakes,TE,Eastern Michigan,Mid-American,receiving,LONG,12
2020,4361736,Joseph Scates,WR,Iowa State,Big 12,defensive,QB HUR,0
2020,4360564,TaMerik Williams,RB,SMU,American Athletic,defensive,TD,0
2020,4243322,Jake Haener,QB,Fresno State,Mountain West,passing,YDS,1964
2020,4360480,Spencer Petras,QB,Iowa,Big Ten,passing,INT,5
2020,4427728,Zonovan Knight,RB,NC State,ACC,rushing,LONG,36
2020,4428354,Kadyn Roach,RB,UL Monroe,Sun Belt,fumbles,REC,0
2020,4035837,Audie Omotosho,WR,East Carolina,American Athletic,fumbles,FUM,1
2020,4052236,Adrian Hardy,WR,Louisiana Tech,Conference USA,passing,COMPLETIONS,0
2020,4576119,Deyunkrea Lewis,TE,Troy,Sun Belt,defensive,PD,0
2020,4428538,Tyetus Smith-Lindsey,RB,UAB,Conference USA,rushing,YPC,32.0
2020,4685037,Duece Watts,WR,Tulane,American Athletic,receiving,YPR,16.5
2020,4568655,Malik Rodgers,WR,Tulsa,American Athletic,rushing,YPC,-1.0
2020,4259933,Harrison Frost,QB,Mercer,Southern,passing,INT,3
2020,4373854,Jared Wilson,RB,South Alabama,Sun Belt,rushing,YPC,3.2
2020,4427111,Michel Dukes,RB,Clemson,ACC,kickReturns,AVG,20.0
2020,4686446,DeShawn Hanika,TE,Iowa State,Big 12,kickReturns,AVG,3.0
2020,4243966,Chaton Mobley,RB,Middle Tennessee,Conference USA,passing,ATT,1
2020,4433880,Jontavis Robertson,WR,Duke,ACC,puntReturns,LONG,21
2020,4427299,Damarius Good,RB,UCF,American Athletic,defensive,TFL,0
2020,4428890,Levi Williams,QB,Wyoming,Mountain West,passing,YDS,877
2020,4613202,Kyle Williams,WR,UNLV,Mountain West,defensive,SACKS,0
2020,4040821,Tyler Ringwood,WR,Charlotte,Conference USA,receiving,YPR,14.2
2020,4567469,Zech Byrd,TE,East Carolina,American Athletic,receiving,LONG,2
2020,4701291,Donivan Wright,WR,Eastern Michigan,Mid-American,defensive,TOT,1
2020,4361741,Brock Purdy,QB,Iowa State,Big 12,passing,COMPLETIONS,243
2020,4371852,Carlinos Acie,RB,Navy,American Athletic,rushing,LONG,14
2020,4035559,Dylan Soehner,TE,Iowa State,Big 12,defensive,TOT,1
2020,4701278,Tony Grimes Jr.,WR,Akron,Mid-American,defensive,SOLO,1
2020,4363030,Warren Thompson,WR,Florida State,ACC,receiving,LONG,33
2020,4257587,Jadan Blue,WR,Temple,American Athletic,defensive,SACKS,0
2020,4361033,Fred Payton,QB,Coastal Carolina,Sun Belt,fumbles,LOST,1
2020,4565889,Omarion Dollison,WR,South Florida,American Athletic,defensive,TOT,2
2020,4052178,Charles Williams,RB,UNLV,Mountain West,receiving,REC,13
2020,4382466,Jalen Nailor,WR,Michigan State,Big Ten,kickReturns,AVG,21.0
2020,4608922,Braydon Bennett,RB,Coastal Carolina,Sun Belt,rushing,CAR,6
2020,4686422,Xavier Hutchinson,WR,Iowa State,Big 12,defensive,TOT,1
2020,4692940,Mikai Stanley,RB,Western Carolina,Southern,rushing,LONG,16
2020,4240470,Damond Philyaw-Johnson,WR,Duke,ACC,fumbles,LOST,2
2020,4242178,De'Vion Warren,WR,Arkansas,SEC,fumbles,FUM,1
2020,4257587,Jadan Blue,WR,Temple,American Athletic,puntReturns,LONG,21
2020,4036164,Dylan Parham,TE,NC State,ACC,kickReturns,AVG,7.0
2020,4240408,Nykeim Johnson,WR,Syracuse,ACC,defensive,PD,0
2020,4257250,DeAmonte King,WR,Toledo,Mid-American,defensive,TFL,0
2020,4575398,Ben Williams,RB,App State,Sun Belt,rushing,YPC,3.0
2020,4242881,Trelon Smith,RB,Arkansas,SEC,defensive,SOLO,1
2020,4241397,Charleston Rambo,WR,Oklahoma,Big 12,rushing,CAR,2
2020,4365325,Colby Suits,QB,UL Monroe,Sun Belt,passing,YPA,6.2
2020,4569559,Devaughn Vele,WR,Utah,Pac-12,receiving,LONG,9
2020,4034675,Ben Ratzlaff,WR,Houston Christian,Southland,receiving,TD,3
2020,4245242,Ronald Awatt,RB,UTEP,Conference USA,fumbles,FUM,2
2020,4040434,Israel Tucker,RB,Louisiana Tech,Conference USA,defensive,PD,0
2020,4429121,Kalel Mullings,RB,Michigan,Big Ten,defensive,TOT,1
2020,4036419,Skylar John Thompson,QB,Kansas State,Big 12,passing,PCT,0.625
2020,4430185,Caullin Lacy,WR,South Alabama,Sun Belt,receiving,REC,11
2020,4686499,Rory Hanson,TE,Fresno State,Mountain West,receiving,LONG,15
2020,4363133,Devon Pauley,WR,Louisiana,Sun Belt,receiving,YPR,20.5
2020,4429002,Demarkcus Bowman,RB,Clemson,ACC,rushing,YDS,32
2020,4248709,Cam Burnette,WR,East Carolina,American Athletic,defensive,TOT,1
2020,4567044,Taylor Morin,WR,Wake Forest,ACC,puntReturns,LONG,26
2020,4372573,Jaylan Franklin,TE,Wisconsin,Big Ten,puntReturns,LONG,0
2020,4045290,Peyton Ramsey,QB,Northwestern,Big Ten,passing,YPA,6.2
2020,4429184,Elijhah Badger,WR,Arizona State,Pac-12,defensive,QB HUR,0
2020,4693812,Jordan Gidrey,RB,Air Force,Mountain West,fumbles,FUM,1
2020,4361529,Isaih Pacheco,RB,Rutgers,Big Ten,receiving,REC,19
2020,4243369,Marquavius Weaver,RB,Memphis,American Athletic,defensive,QB HUR,0
2020,4038438,La'Darren Brown,RB,Oklahoma State,Big 12,rushing,YDS,437
2020,4241224,Abram Smith,RB,Baylor,Big 12,defensive,PD,0
2020,4241457,Najee Harris,RB,Alabama,SEC,receiving,YPR,9.9
2020,4362087,Keaontay Ingram,RB,Texas,Big 12,receiving,YDS,103
2020,4040874,Johnny Huntley III,TE,Liberty,FBS Independents,receiving,LONG,44
2020,4429072,Lawrance Toafili,RB,Florida State,ACC,receiving,YPR,10.0
2020,4039008,Kamari Pleasant,RB,Washington,Pac-12,kickReturns,NO,1
2020,4361732,Shocky Jacques-Louis,WR,Pittsburgh,ACC,defensive,TOT,2
2020,4575508,DJ England-Chisolm,WR,Middle Tennessee,Conference USA,receiving,LONG,38
2020,4373644,Gunner Romney,WR,BYU,FBS Independents,rushing,TD,1
2020,4427473,Brayden Liebrock,TE,Texas,Big 12,receiving,YPR,5.5
2020,4050954,Isaac Smith,WR,Missouri State,MVFC,receiving,YPR,9.0
2020,4362230,Kaleb Eleby,QB,Western Michigan,Mid-American,passing,ATT,151
2020,4430509,Emil Smith,WR,Georgia Southern,Sun Belt,defensive,TOT,1
2020,4248709,Cam Burnette,WR,East Carolina,American Athletic,defensive,TD,0
2020,4062711,Ethan Fernea,RB,UCLA,Pac-12,receiving,YPR,23.0
2020,4374302,Amon-Ra St. Brown,WR,USC,Pac-12,receiving,YDS,478
2020,4249417,Jalen Tolbert,WR,South Alabama,Sun Belt,receiving,YPR,17.0
2020,4241447,Giles Amos,TE,Arkansas State,Sun Belt,defensive,TFL,0
2020,4427299,Damarius Good,RB,UCF,American Athletic,defensive,SOLO,0
2020,4046686,Javon McKinley,WR,Notre Dame,FBS Independents,receiving,REC,42
2020,4248709,Cam Burnette,WR,East Carolina,American Athletic,receiving,REC,4
2020,4039198,Nolan Givan,TE,San Diego State,Mountain West,defensive,TFL,0
2020,4242539,Kolby Taylor,WR,Oregon State,Pac-12,puntReturns,LONG,5
2020,4257587,Jadan Blue,WR,Temple,American Athletic,defensive,PD,0
2020,4362238,Chase Brown,RB,Illinois,Big Ten,rushing,LONG,39
2020,4685110,Anthony Smith,WR,NC State,ACC,receiving,YDS,69
2020,4241888,Reggie Roberson Jr.,WR,SMU,American Athletic,puntReturns,LONG,0
2020,4040728,Trey Ragas,RB,Louisiana,Sun Belt,receiving,YPR,11.8
2020,4372519,Jashaun Corbin,RB,Florida State,ACC,kickReturns,NO,2
2020,4383188,Clay Harris,RB,The Citadel,Southern,rushing,LONG,1
2020,4427957,Ty McCullouch,WR,Colorado State,Mountain West,receiving,YPR,8.0
2020,4426333,John Emery Jr.,RB,LSU,SEC,interceptions,TD,0
2020,4571880,Jonah White,RB,Baylor,Big 12,rushing,CAR,5
2020,4261917,Stone Scarcelle,WR,Marshall,Conference USA,defensive,TOT,1
2020,4373339,Kaymar Mimes,TE,Pittsburgh,ACC,receiving,LONG,4
2020,4568551,Mark Walker,WR,Navy,American Athletic,kickReturns,NO,1
2020,4361686,Jevon Bigelow,RB,Fresno State,Mountain West,receiving,YDS,9
2020,4260169,Garrett Bickhart,WR,Pittsburgh,ACC,receiving,LONG,10
2020,4240350,Xazavian Valladay,RB,Wyoming,Mountain West,defensive,PD,0
2020,4427243,Brett Gabbert,QB,Miami (OH),Mid-American,rushing,YPC,8.3
2020,4243713,Myles Fells,RB,Navy,American Athletic,rushing,LONG,33
2020,4369839,JT Shrout,QB,Tennessee,SEC,rushing,YPC,0.5
2020,4291693,Terrance Dixon,WR,Georgia State,Sun Belt,rushing,YDS,88
2020,4426463,Dannis Jackson,WR,Ole Miss,SEC,rushing,TD,0
2020,4426780,Jirehl Brock,RB,Iowa State,Big 12,rushing,LONG,11
2020,4240796,Tristan Gebbia,QB,Oregon State,Pac-12,rushing,CAR,19
2020,4373077,Malik Knowles,WR,Kansas State,Big 12,defensive,QB HUR,0
2020,4603352,Gayflor Flomo,RB,Kansas,Big 12,defensive,TD,0
2020,4360932,DeAndre Torrey,RB,North Texas,Conference USA,receiving,LONG,6
2020,4362499,Mark Pope,WR,Miami,ACC,puntReturns,TD,0
2020,4239405,Darius Pinnix,RB,East Carolina,American Athletic,rushing,LONG,10
2020,4567402,Keon Zipperer,TE,Florida,SEC,kickReturns,AVG,10.5
2020,4431342,Brennan Presley,WR,Oklahoma State,Big 12,puntReturns,LONG,15
2020,4361566,Kenyon Oblad,QB,UNLV,Mountain West,passing,ATT,4
2020,4249828,Ethan Bullock,QB,Oklahoma State,Big 12,passing,YPA,3.7
2020,4372742,Monroe Young,WR,California,Pac-12,receiving,YPR,7.5
2020,4241004,Thomas Hennigan,WR,App State,Sun Belt,kickReturns,AVG,17.8
2020,4567044,Taylor Morin,WR,Wake Forest,ACC,defensive,TOT,1
2020,4360890,Jordan McCloud,QB,South Florida,American Athletic,rushing,YPC,1.2
2020,4244029,Jarret Doege,QB,West Virginia,Big 12,receiving,YPR,-9.0
2020,4363098,Johnny Lumpkin,TE,Louisiana,Sun Belt,receiving,YDS,57
2020,4360405,Jake Bobo,WR,Duke,ACC,receiving,LONG,26
2020,4567156,Treylon Burks,WR,Arkansas,SEC,rushing,LONG,18
2020,4259147,Jake Tonges,TE,California,Pac-12,receiving,LONG,33
2020,4360569,Jordan Mason,RB,Georgia Tech,ACC,defensive,QB HUR,0
2020,4685035,Zach Evans,RB,TCU,Big 12,receiving,YPR,9.5
2020,4241602,McLane Mannix,WR,Texas Tech,Big 12,defensive,QB HUR,0
2020,4381248,Tauskie Dove,WR,Missouri,SEC,receiving,LONG,58
2020,4426370,Jadon Haselwood,WR,Oklahoma,Big 12,receiving,LONG,33
2020,4571641,Warren Bryan,QB,Air Force,Mountain West,passing,YDS,38
2020,4244833,Quian Williams,WR,Eastern Michigan,Mid-American,kickReturns,LONG,35
2020,4426797,Paris Brown,RB,Pittsburgh,ACC,receiving,REC,1
2020,4695669,Jordan Brown,WR,Fresno State,Mountain West,defensive,TD,0
2020,4361426,Justin Shorter,WR,Florida,SEC,kickReturns,AVG,17.0
2020,4032198,Breylin Smith,QB,Central Arkansas,Southland,passing,COMPLETIONS,49
2020,4430637,Ja'Lynn Polk,WR,Texas Tech,Big 12,fumbles,REC,0
2020,4362723,Gunnar Watson,QB,Troy,Sun Belt,passing,ATT,301
2020,4240628,N'Kosi Perry,QB,Miami,ACC,rushing,CAR,11
2020,4689981,Don Ragsdale,RB,Southern Miss,Conference USA,rushing,CAR,24
2020,4372368,T.K. Wilkerson,RB,Tulsa,American Athletic,kickReturns,YDS,16
2020,4036482,Javonis Isaac,TE,Arkansas State,Sun Belt,fumbles,REC,0
2020,4373015,Craig Williams,RB,Baylor,Big 12,rushing,YPC,7.6
2020,4426692,Luke Benson,TE,Syracuse,ACC,receiving,TD,2
2020,4035576,T.J. Hammonds,RB,Arkansas,SEC,fumbles,REC,0
2020,4360435,Jacolby Hewitt,WR,Indiana,Big Ten,kickReturns,LONG,21
2020,4427796,Justin Lescouflair,RB,Army,FBS Independents,rushing,CAR,1
2020,4032491,Aubry Payne,TE,Georgia State,Sun Belt,receiving,YPR,7.3
2020,4243542,Bentavious Thompson,RB,UCF,American Athletic,receiving,LONG,7
2020,4692835,Jalen Brooks,WR,South Carolina,SEC,kickReturns,NO,1
2020,4242321,Tyler Nevens,RB,San José State,Mountain West,receiving,LONG,5
2020,4361287,A'Jon Vivens,RB,Colorado State,Mountain West,rushing,YPC,4.5
2020,4692590,Jalin Hyatt,WR,Tennessee,SEC,rushing,TD,0
2020,4362332,Alec Burton,TE,Ohio,Mid-American,receiving,REC,1
2020,4037514,Rontavius Groves,WR,North Carolina,ACC,kickReturns,YDS,21
2020,4241343,Eric Hommel,WR,Kansas State,Big 12,defensive,SACKS,0
2020,4241478,DeVonta Smith,WR,Alabama,SEC,defensive,TD,1
2020,4361797,Amare Jones,WR,Tulane,American Athletic,kickReturns,TD,0
2020,4361655,Ricky Person Jr.,RB,NC State,ACC,passing,PCT,1.000
2020,4243713,Myles Fells,RB,Navy,American Athletic,passing,TD,0
2020,4240253,Jeremy Singleton,WR,Houston,American Athletic,receiving,REC,10
2020,4035995,Jawon Pass,QB,Louisville,ACC,passing,PCT,0.667
2020,4687509,Caden Prieskorn,TE,Memphis,American Athletic,kickReturns,NO,1
2020,4427630,Oscar Adaway III,RB,North Texas,Conference USA,receiving,REC,2
2020,4427630,Oscar Adaway III,RB,North Texas,Conference USA,receiving,YDS,8
2020,4257188,Charlie Jones,WR,Iowa,Big Ten,kickReturns,TD,0
2020,4240470,Damond Philyaw-Johnson,WR,Duke,ACC,kickReturns,LONG,39
2020,4570491,Jayy McDonald,RB,Middle Tennessee,Conference USA,kickReturns,NO,3
2020,4426515,Puka Nacua,WR,Washington,Pac-12,receiving,LONG,65
2020,4039936,Tray Eafford,WR,Troy,Sun Belt,kickReturns,YDS,29
2020,4044454,Donald Stewart,WR,Wake Forest,ACC,receiving,TD,0
2020,4039008,Kamari Pleasant,RB,Washington,Pac-12,kickReturns,YDS,10
2020,4240628,N'Kosi Perry,QB,Miami,ACC,fumbles,LOST,1
2020,4574290,Parker Driggers,RB,North Alabama,Big South,rushing,YPC,6.5
2020,4428209,Ricky Pearsall,WR,Arizona State,Pac-12,rushing,CAR,3
2020,4362499,Mark Pope,WR,Miami,ACC,kickReturns,LONG,31
2020,4406943,Brett Brenton,RB,Wyoming,Mountain West,defensive,SOLO,1
2020,4259908,Braylon Sanders,WR,Ole Miss,SEC,receiving,LONG,81
2020,4430482,Joshua Simon,TE,Western Kentucky,Conference USA,receiving,TD,3
2020,3926231,Britain Covey,WR,Utah,Pac-12,rushing,YPC,0.6
2020,4243713,Myles Fells,RB,Navy,American Athletic,fumbles,FUM,1
2020,4373649,Hank Tuipulotu,TE,BYU,FBS Independents,receiving,LONG,20
2020,4360575,Malachi Carter,WR,Georgia Tech,ACC,receiving,YDS,290
2020,4362073,Casey Thompson,QB,Texas,Big 12,passing,COMPLETIONS,12
2020,4360115,Slade Bolden,WR,Alabama,SEC,puntReturns,AVG,7.0
2020,4362619,Chris Rodriguez Jr.,RB,Kentucky,SEC,receiving,TD,0
2020,4258577,Cole Tucker,WR,Northern Illinois,Mid-American,receiving,LONG,16
2020,4048725,Ayden Eberhardt,WR,Wyoming,Mountain West,defensive,PD,0
2020,4261912,Brenden Knox,RB,Marshall,Conference USA,defensive,PD,0
2020,4367207,Matt Alaimo,TE,Rutgers,Big Ten,defensive,TFL,0
2020,4257189,Kevin Marks,RB,Buffalo,Mid-American,rushing,LONG,67
2020,4568583,Tyler Lavine,RB,SMU,American Athletic,defensive,PD,0
2020,4241700,Chandler Speights,WR,Texas State,Sun Belt,defensive,TFL,0
2020,4374030,Jesiah Irish,WR,Oregon State,Pac-12,puntReturns,LONG,0
2020,4428766,Khyheem Waleed,WR,Boise State,Mountain West,defensive,SOLO,0
2020,4036190,Thomas Ruocchio,TE,NC State,ACC,defensive,TFL,0
2020,4568655,Malik Rodgers,WR,Tulsa,American Athletic,receiving,YDS,85
2020,4428085,Luke Musgrave,TE,Oregon State,Pac-12,receiving,TD,0
2020,4568649,Ethan Hall,TE,Tulsa,American Athletic,defensive,SACKS,0
2020,4369374,Tyrell Price,RB,Chattanooga,Southern,rushing,YDS,2
2020,4258467,Sandon McCoy,RB,Army,FBS Independents,defensive,TFL,0
2020,4035554,Landen Akers,WR,Iowa State,Big 12,receiving,LONG,49
2020,4696700,Tip Reiman,TE,Illinois,Big Ten,defensive,SACKS,0
2020,4428783,Treshaun Ward,RB,Florida State,ACC,receiving,YDS,6
2020,4258577,Cole Tucker,WR,Northern Illinois,Mid-American,kickReturns,TD,0
2020,4570239,Isaiah Holiness,WR,San José State,Mountain West,receiving,TD,1
2020,4035651,Ramaud Chiaokhiao-Bowman,WR,Northwestern,Big Ten,receiving,LONG,36
2020,4378754,Samuel Emilus,WR,Massachusetts,FBS Independents,fumbles,LOST,0
2020,4361159,Greg Bell,RB,San Diego State,Mountain West,rushing,TD,6
2020,4361739,Josh Johnson,WR,Tulsa,American Athletic,defensive,PD,0
2020,4431031,Jared Cole,RB,Massachusetts,FBS Independents,rushing,YDS,7
2020,4361293,Thomas Pannunzio,WR,Colorado State,Mountain West,defensive,TD,0
2020,4046519,Kekoa Crawford,WR,California,Pac-12,receiving,LONG,44
2020,4374187,Deven Thompkins,WR,Utah State,Mountain West,rushing,CAR,2
2020,4240408,Nykeim Johnson,WR,Syracuse,ACC,defensive,SACKS,0
2020,4239939,Dennis Grosel,QB,Boston College,ACC,passing,COMPLETIONS,37
2020,4379476,Lucas Bacon,WR,Washington State,Pac-12,defensive,SOLO,1
2020,4374076,Andrew Erickson,WR,New Mexico,Mountain West,defensive,TD,0
2020,4373177,Marshon Ford,TE,Louisville,ACC,receiving,YPR,12.4
2020,4362365,Davis Brin,QB,Tulsa,American Athletic,passing,ATT,29
2020,4427105,Max Duggan,QB,TCU,Big 12,fumbles,FUM,5
2020,4363032,Keyshawn Helton,WR,Florida State,ACC,defensive,TD,0
2020,4686513,Frank Peasant,RB,Middle Tennessee,Conference USA,receiving,TD,0
2020,4429413,Brendon Clark,QB,Notre Dame,FBS Independents,rushing,YDS,-4
2020,4429002,Demarkcus Bowman,RB,Clemson,ACC,rushing,CAR,9
2020,4241320,Hunter Kaufman,WR,Kansas,Big 12,defensive,TFL,0
2020,4361279,Charlie Mangieri,TE,Northwestern,Big Ten,receiving,YPR,7.6
2020,4361293,Thomas Pannunzio,WR,Colorado State,Mountain West,kickReturns,AVG,22.8
2020,4429022,Kayshon Boutte,WR,LSU,SEC,defensive,PD,0
2020,4257188,Charlie Jones,WR,Iowa,Big Ten,defensive,TOT,0
2020,4362184,KeSean Carter,WR,Texas Tech,Big 12,rushing,YPC,10.0
2020,4245161,Clay Markoff,RB,Washington State,Pac-12,defensive,QB HUR,0
2020,4362748,Tyler Badie,RB,Missouri,SEC,fumbles,FUM,1
2020,4291693,Terrance Dixon,WR,Georgia State,Sun Belt,rushing,TD,0
2020,4051055,Andrew Haidet,QB,Northern Illinois,Mid-American,rushing,YPC,1.0
2020,4688903,Micah Manning,WR,Eastern Kentucky,OVC,receiving,YPR,5.0
2020,4433932,Mike Wright,QB,Vanderbilt,SEC,passing,INT,1
2020,4370796,Tavares Kelly,WR,Virginia,ACC,rushing,LONG,0
2020,4039154,Jordan Myers,TE,Rice,Conference USA,kickReturns,YDS,29
2020,4575862,Trebor Pena,WR,Syracuse,ACC,kickReturns,TD,1
2020,4040714,Miller Forristall,TE,Alabama,SEC,receiving,YDS,253
2020,4567506,Tahj Washington,WR,Memphis,American Athletic,defensive,TD,0
2020,4241965,Rocky Lombardi,QB,Michigan State,Big Ten,fumbles,FUM,4
2020,4036482,Javonis Isaac,TE,Arkansas State,Sun Belt,fumbles,FUM,1
2020,4428938,Dante Wright,WR,Colorado State,Mountain West,receiving,TD,0
2020,4691284,Darius Lewis,WR,Abilene Christian,Southland,rushing,CAR,5
2020,4431353,Xavier Restrepo,WR,Miami,ACC,defensive,TOT,1
2020,4428766,Khyheem Waleed,WR,Boise State,Mountain West,defensive,PD,0
2020,4570242,Nick Nash,WR,San José State,Mountain West,passing,ATT,34
2020,4044123,Branden Mack,WR,Temple,American Athletic,rushing,LONG,10
2020,4258584,Jafar Armstrong,WR,Notre Dame,FBS Independents,rushing,LONG,9
2020,4430292,Leonard Parker,RB,South Florida,American Athletic,receiving,YPR,12.0
2020,4257610,Jake Hescock,TE,UCF,American Athletic,receiving,YDS,42
2020,4605852,Chavon Mceachern,RB,Charlotte,Conference USA,kickReturns,NO,2
2020,4547072,Davion Johnson,WR,Abilene Christian,Southland,defensive,QB HUR,0
2020,4428498,Deonte Simpson,WR,North Texas,Conference USA,rushing,LONG,0
2020,4046826,Darien Rencher,RB,Clemson,ACC,receiving,REC,2
2020,4567031,Michael Kern,QB,Wake Forest,ACC,rushing,CAR,8
2020,4570251,Tajay Ahmed,RB,Buffalo,Mid-American,rushing,YDS,44
2020,4570218,Jonah Panoke,WR,Hawai'i,Mountain West,receiving,REC,10
2020,4567218,Bo Nix,QB,Auburn,SEC,passing,COMPLETIONS,214
2020,4362110,Malcolm Epps,TE,Texas,Big 12,rushing,YPC,0
2020,4261851,Will Jones,RB,Ball State,Mid-American,defensive,SACKS,0
2020,4242442,Princeton Fant,TE,Tennessee,SEC,receiving,LONG,15
2020,4051777,Mike Fallon,QB,Massachusetts,FBS Independents,passing,ATT,12
2020,4244029,Jarret Doege,QB,West Virginia,Big 12,passing,ATT,369
2020,4371953,Stevie Scott,RB,Indiana,Big Ten,rushing,LONG,22
2020,4430027,Sam LaPorta,TE,Iowa,Big Ten,kickReturns,AVG,0.0
2020,4430823,Thaiu Jones-Bell,WR,Alabama,SEC,receiving,REC,1
2020,4426367,Austin Stogner,TE,Oklahoma,Big 12,receiving,YPR,16.2
